Transcript	Gene
uc003umu.1	CALCR
uc003umv.1	CALCR
uc003umw.2	CALCR
uc011kia.1	CALCR
uc003vry.2	CALD1
uc003vrz.2	CALD1
uc003vsa.2	CALD1
uc003vsb.2	CALD1
uc003vsc.2	CALD1
uc003vsd.2	CALD1
uc003vse.2	CALD1
uc010lmm.2	CALD1
uc010lmn.2	CALD1
uc011kpt.1	CALD1
uc011kpu.1	CALD1
uc011kpv.1	CALD1
uc001kxe.2	CALHM1
uc001kwz.2	CALHM2
uc001kxa.2	CALHM2
uc001kxb.2	CALHM2
uc001kxc.2	CALHM2
uc001kxd.1	CALHM2
uc001kxg.3	CALHM3
uc001xyl.1	CALM1
uc001xym.1	CALM1
uc010atq.1	CALM1
uc010atr.1	CALM1
uc002rvt.2	CALM1
uc010fbe.2	CALM1
uc002pew.2	CALM3
uc010ekp.2	CALM3
uc010xyc.1	CALM3
uc001iie.1	CALML3
uc002arb.2	CALML4
uc002arc.2	CALML4
uc002ard.2	CALML4
uc002are.2	CALML4
uc010bhz.2	CALML4
uc001iic.2	CALML5
uc001aih.1	CALML6
uc003twa.3	CALN1
uc003twb.3	CALN1
uc003twc.3	CALN1
uc002ned.2	CALR3
uc002mvu.2	CALR
uc002mvv.2	CALR
uc003vnq.2	CALU
uc003vnr.2	CALU
uc003vns.2	CALU
uc001lmo.2	CALY
uc001iln.2	CAMK1D
uc001ilo.2	CAMK1D
uc001hhd.2	CAMK1G
uc001hhe.2	CAMK1G
uc001hhf.3	CAMK1G
uc003bss.2	CAMK1
uc003bst.2	CAMK1
uc003bsu.2	CAMK1
uc003lrs.2	CAMK2A
uc003lrt.2	CAMK2A
uc003lru.2	CAMK2A
uc010jhe.2	CAMK2A
uc010jhf.1	CAMK2A
uc003tkn.2	CAMK2B
uc003tkp.2	CAMK2B
uc003tkq.2	CAMK2B
uc003tkr.2	CAMK2B
uc003tks.2	CAMK2B
uc003tkt.2	CAMK2B
uc003tku.2	CAMK2B
uc003tkv.2	CAMK2B
uc003tkw.2	CAMK2B
uc003tkx.2	CAMK2B
uc010kyc.2	CAMK2B
uc010kyd.2	CAMK2B
uc003ibi.2	CAMK2D
uc003ibj.2	CAMK2D
uc003ibk.2	CAMK2D
uc003ibl.2	CAMK2D
uc003ibm.2	CAMK2D
uc003ibn.2	CAMK2D
uc003ibo.3	CAMK2D
uc001jvm.1	CAMK2G
uc001jvo.1	CAMK2G
uc001jvp.1	CAMK2G
uc001jvq.1	CAMK2G
uc001jvr.1	CAMK2G
uc001jvs.1	CAMK2G
uc001jvt.1	CAMK2G
uc001jvu.1	CAMK2G
uc001jvv.1	CAMK2G
uc001jvw.1	CAMK2G
uc001jvx.1	CAMK2G
uc009xrp.1	CAMK2G
uc010qkv.1	CAMK2G
uc001bdg.2	CAMK2N1
uc001bdh.2	CAMK2N1
uc003fnj.1	CAMK2N2
uc003kpf.2	CAMK4
uc003kpg.2	CAMK4
uc010jbv.2	CAMK4
uc011cvj.1	CAMK4
uc002fwt.2	CAMKK1
uc002fwu.2	CAMKK1
uc002fwv.2	CAMKK1
uc001tzt.2	CAMKK2
uc001tzu.2	CAMKK2
uc001tzv.2	CAMKK2
uc001tzw.2	CAMKK2
uc001tzx.2	CAMKK2
uc001tzy.2	CAMKK2
uc001tzz.1	CAMKK2
uc001uaa.1	CAMKK2
uc001uab.2	CAMKK2
uc001uac.2	CAMKK2
uc001uad.1	CAMKK2
uc003cxt.1	CAMKV
uc003cxu.2	CAMKV
uc003cxv.1	CAMKV
uc003cxw.1	CAMKV
uc003cxx.1	CAMKV
uc011bcy.1	CAMKV
uc011bcz.1	CAMKV
uc011bda.1	CAMKV
uc011bdb.1	CAMKV
uc003kzt.2	CAMLG
uc003kzu.2	CAMLG
uc003csj.1	CAMP
uc001gvk.2	CAMSAP2
uc001gvl.2	CAMSAP2
uc001gvm.2	CAMSAP2
uc004cgq.3	CAMSAP1
uc004cgr.3	CAMSAP1
uc010nbg.2	CAMSAP1
uc001aoh.2	CAMTA1
uc001aoi.2	CAMTA1
uc001aoj.2	CAMTA1
uc001aok.3	CAMTA1
uc009vmf.2	CAMTA1
uc010nzv.1	CAMTA1
uc002gag.1	CAMTA2
uc002gah.1	CAMTA2
uc002gai.1	CAMTA2
uc010cku.1	CAMTA2
uc010ckv.1	CAMTA2
uc010vsu.1	CAMTA2
uc001stn.2	CAND1
uc001sto.2	CAND1
uc003bxj.2	CAND2
uc003bxk.2	CAND2
uc002jwj.2	CANT1
uc002jwk.2	CANT1
uc002jwl.2	CANT1
uc002jwm.1	CANT1
uc002jwn.2	CANT1
uc003mkk.2	CANX
uc003mkl.2	CANX
uc010jlb.1	CANX
uc011dgp.1	CANX
uc011dgq.1	CANX
uc001cey.3	CAP1
uc001cez.3	CAP1
uc001cfa.3	CAP1
uc009vvz.2	CAP1
uc010ojd.1	CAP1
uc010oje.1	CAP1
uc003ncb.2	CAP2
uc010jpk.1	CAP2
uc011dja.1	CAP2
uc011djb.1	CAP2
uc011djc.1	CAP2
uc011djd.1	CAP2
uc002spl.1	CAPG
uc002spm.1	CAPG
uc010fgi.1	CAPG
uc010fgj.1	CAPG
uc010ysq.1	CAPG
uc002vzk.1	CAPN10
uc002vzl.1	CAPN10
uc002vzm.1	CAPN10
uc002vzn.1	CAPN10
uc002vzo.1	CAPN10
uc002vzp.1	CAPN10
uc002vzq.1	CAPN10
uc010fzg.1	CAPN10
uc010zoh.1	CAPN10
uc003owt.1	CAPN11
uc011dvn.1	CAPN11
uc002ojc.1	CAPN12
uc002ojd.1	CAPN12
uc010egd.1	CAPN12
uc002rnm.2	CAPN13
uc002rnn.2	CAPN13
uc002rno.2	CAPN13
uc002rnp.1	CAPN13
uc002rnt.1	CAPN14
uc010yms.1	CAPN14
uc001odf.1	CAPN1
uc001odg.1	CAPN1
uc009yqd.1	CAPN1
uc010roa.1	CAPN1
uc001hob.3	CAPN2
uc001hoc.2	CAPN2
uc010puy.1	CAPN2
uc001zpk.1	CAPN3
uc001zpl.1	CAPN3
uc001zpn.1	CAPN3
uc001zpo.1	CAPN3
uc001zpp.1	CAPN3
uc001zpq.1	CAPN3
uc001zpr.1	CAPN3
uc001zps.1	CAPN3
uc001zpt.1	CAPN3
uc010bcv.1	CAPN3
uc010udf.1	CAPN3
uc010udg.1	CAPN3
uc001oxx.2	CAPN5
uc001oxy.2	CAPN5
uc001oya.2	CAPN5
uc009yup.2	CAPN5
uc009yuq.2	CAPN5
uc004epc.1	CAPN6
uc011msu.1	CAPN6
uc003bzn.2	CAPN7
uc009xee.2	CAPN8
uc001htz.1	CAPN9
uc001hua.1	CAPN9
uc009xfg.1	CAPN9
uc002odi.1	CAPNS1
uc002odj.2	CAPNS1
uc002odk.2	CAPNS1
uc002odl.2	CAPNS1
uc002eid.1	CAPNS2
uc001mvg.2	CAPRIN1
uc001mvh.1	CAPRIN1
uc001mvi.2	CAPRIN1
uc001mvj.1	CAPRIN1
uc001rjf.1	CAPRIN2
uc001rjg.1	CAPRIN2
uc001rjh.1	CAPRIN2
uc001rji.1	CAPRIN2
uc001rjj.1	CAPRIN2
uc001rjk.3	CAPRIN2
uc001rjl.3	CAPRIN2
uc001rjm.1	CAPRIN2
uc001rjn.1	CAPRIN2
uc001sxi.3	CAPS2
uc001sxj.3	CAPS2
uc001sxk.3	CAPS2
uc001sxl.3	CAPS2
uc001sxm.3	CAPS2
uc009zsa.2	CAPS2
uc003jjt.1	CAPSL
uc003jju.1	CAPSL
uc002mdt.2	CAPS
uc002mdu.2	CAPS
uc001ecj.1	CAPZA1
uc003vik.1	CAPZA2
uc003vil.2	CAPZA2
uc011knk.1	CAPZA2
uc001rdy.2	CAPZA3
uc001bcd.2	CAPZB
uc001bce.2	CAPZB
uc009vpk.2	CAPZB
uc010ocz.1	CAPZB
uc003ast.1	CARD10
uc003asu.1	CARD10
uc003asv.1	CARD10
uc003asw.1	CARD10
uc003asx.1	CARD10
uc003asy.1	CARD10
uc011ank.1	CARD10
uc003smv.2	CARD11
uc002jxt.1	CARD14
uc002jxu.1	CARD14
uc002jxv.2	CARD14
uc002jxw.1	CARD14
uc002jxx.2	CARD14
uc010dhu.1	CARD14
uc010wud.1	CARD14
uc001pio.1	CARD16
uc001pip.1	CARD16
uc001pir.1	CARD17
uc001pis.2	CARD18
uc003jmg.2	CARD6
uc002pid.1	CARD8
uc002pie.3	CARD8
uc002pif.3	CARD8
uc002pig.3	CARD8
uc002pih.3	CARD8
uc002pii.3	CARD8
uc002pij.1	CARD8
uc010els.2	CARD8
uc010xzi.1	CARD8
uc010xzj.1	CARD8
uc010xzk.1	CARD8
uc010xzl.1	CARD8
uc010xzm.1	CARD8
uc004chg.3	CARD9
uc010nbj.2	CARD9
uc011mdw.1	CARD9
uc011mdx.1	CARD9
uc002czh.1	CARHSP1
uc002czi.1	CARHSP1
uc001vqz.2	CARKD
uc001vra.2	CARKD
uc001vrb.2	CARKD
uc001vrc.2	CARKD
uc010tji.1	CARKD
uc010tjj.1	CARKD
uc010tjk.1	CARKD
uc010tjl.1	CARKD
uc002mpz.2	CARM1
uc002mqa.2	CARM1
uc010dxn.2	CARM1
uc001olc.3	CARNS1
uc009yrp.2	CARNS1
uc010rpq.1	CARNS1
uc010rpr.1	CARNS1
uc001vrd.2	CARS2
uc010tjm.1	CARS2
uc001lxe.2	CARS
uc001lxf.2	CARS
uc001lxg.2	CARS
uc001lxh.2	CARS
uc009ydu.2	CARS
uc010qxo.1	CARS
uc010qxp.1	CARS
uc003kbv.1	CARTPT
uc001rgj.2	CASC1
uc001rgk.2	CASC1
uc001rgl.2	CASC1
uc001rgm.3	CASC1
uc010sje.1	CASC1
uc010sjf.1	CASC1
uc010sjg.1	CASC1
uc010sjh.1	CASC1
uc001ldk.2	CASC2
uc001ldm.3	CASC2
uc009xza.2	CASC2
uc009xzb.2	CASC2
uc009xzc.2	CASC2
uc002hue.2	CASC3
uc010cws.1	CASC3
uc010cwt.1	CASC3
uc001zto.1	CASC4
uc001ztp.2	CASC4
uc001ztq.2	CASC4
uc010bdu.1	CASC4
uc001zme.2	CASC5
uc010bbs.1	CASC5
uc010bbt.1	CASC5
uc010ucq.1	CASC5
uc003unh.2	CASD1
uc003uni.3	CASD1
uc003unj.3	CASD1
uc010bsg.1	CASKIN1
uc002joc.2	CASKIN2
uc002jod.2	CASKIN2
uc010wsc.1	CASKIN2
uc004dfj.3	CASK
uc004dfk.3	CASK
uc004dfl.3	CASK
uc004dfm.3	CASK
uc004dfn.3	CASK
uc002uxi.1	CASP10
uc002uxj.1	CASP10
uc002uxk.1	CASP10
uc002uxl.1	CASP10
uc002uxm.1	CASP10
uc010fta.1	CASP10
uc010ftb.1	CASP10
uc010zhn.1	CASP10
uc002naf.2	CASP14
uc010dzv.1	CASP14
uc001pig.2	CASP1
uc001pik.2	CASP1
uc001pim.3	CASP1
uc009yxi.2	CASP1
uc009yxj.2	CASP1
uc010rve.1	CASP1
uc010rvf.1	CASP1
uc010rvg.1	CASP1
uc010rvh.1	CASP1
uc010rvi.1	CASP1
uc010rvj.1	CASP1
uc010rvk.1	CASP1
uc010rvl.1	CASP1
uc003wco.2	CASP2
uc003wcp.2	CASP2
uc003wcq.2	CASP2
uc011kta.1	CASP2
uc011ktb.1	CASP2
uc003iwg.2	CASP3
uc003iwh.2	CASP3
uc003iwi.2	CASP3
uc001pib.1	CASP4
uc001pid.1	CASP4
uc009yxg.1	CASP4
uc010rux.1	CASP4
uc010ruy.1	CASP4
uc009yxh.2	CASP5
uc010ruz.1	CASP5
uc010rva.1	CASP5
uc010rvb.1	CASP5
uc010rvc.1	CASP5
uc010rvd.1	CASP5
uc003hzn.1	CASP6
uc003hzo.1	CASP6
uc001lam.2	CASP7
uc001lan.2	CASP7
uc001lao.2	CASP7
uc001lap.2	CASP7
uc001laq.2	CASP7
uc010qsa.1	CASP7
uc010qsb.1	CASP7
uc003pnr.2	CASP8AP2
uc003pns.2	CASP8AP2
uc003pnt.2	CASP8AP2
uc011dzz.1	CASP8AP2
uc002uxn.2	CASP8
uc002uxo.1	CASP8
uc002uxp.1	CASP8
uc002uxq.1	CASP8
uc002uxr.1	CASP8
uc002uxs.1	CASP8
uc002uxt.1	CASP8
uc002uxu.1	CASP8
uc002uxv.1	CASP8
uc002uxw.1	CASP8
uc002uxx.1	CASP8
uc002uxy.1	CASP8
uc010ftc.1	CASP8
uc010ftd.1	CASP8
uc010fte.1	CASP8
uc010ftf.2	CASP8
uc001awm.1	CASP9
uc001awn.2	CASP9
uc001awo.2	CASP9
uc001awp.2	CASP9
uc001awq.2	CASP9
uc009voi.2	CASP9
uc010obm.1	CASP9
uc010pja.1	CASQ1
uc001efx.3	CASQ2
uc010owu.1	CASQ2
uc003eev.3	CASR
uc003eew.3	CASR
uc002xxp.2	CASS4
uc002xxq.3	CASS4
uc002xxr.2	CASS4
uc010gio.2	CASS4
uc010zze.1	CASS4
uc003klt.2	CAST
uc003klu.2	CAST
uc003klv.2	CAST
uc003klw.2	CAST
uc003klx.2	CAST
uc003kly.2	CAST
uc003klz.1	CAST
uc003kma.1	CAST
uc003kmb.2	CAST
uc003kmc.2	CAST
uc003kmd.2	CAST
uc003kme.2	CAST
uc003kmf.2	CAST
uc003kmh.2	CAST
uc003kmi.2	CAST
uc003kmj.2	CAST
uc003kmk.2	CAST
uc010jbj.2	CAST
uc010jbk.2	CAST
uc010jbl.1	CAST
uc011cuo.1	CAST
uc011cup.1	CAST
uc011cuq.1	CAST
uc011cur.1	CAST
uc011cus.1	CAST
uc011cut.1	CAST
uc001aro.2	CASZ1
uc001arp.1	CASZ1
uc001arq.1	CASZ1
uc009vmx.2	CASZ1
uc001ogt.2	CATSPER1
uc001zss.2	CATSPER2P1
uc001zst.2	CATSPER2P1
uc001zsh.2	CATSPER2
uc001zsi.2	CATSPER2
uc001zsj.2	CATSPER2
uc001zsk.2	CATSPER2
uc001zsl.1	CATSPER2
uc010bdm.2	CATSPER2
uc003lag.2	CATSPER3
uc009vsf.2	CATSPER4
uc010oey.1	CATSPER4
uc010oez.1	CATSPER4
uc001xzs.1	CATSPERB
uc010aub.1	CATSPERB
uc002oif.3	CATSPERG
uc002oig.3	CATSPERG
uc002oih.3	CATSPERG
uc010efw.2	CATSPERG
uc001mvm.2	CAT
uc001mvn.2	CAT
uc009ykc.1	CAT
uc003vif.1	CAV1
uc003vig.1	CAV1
uc003vih.2	CAV1
uc010lkd.1	CAV1
uc010lke.1	CAV1
uc010lkf.1	CAV1
uc003vhv.2	CAV2
uc003vhw.2	CAV2
uc003vhx.2	CAV2
uc003vhz.2	CAV2
uc003via.2	CAV2
uc003vib.2	CAV2
uc003vid.2	CAV2
uc003vie.2	CAV2
uc010lkb.1	CAV2
uc010lkc.2	CAV2
uc003bra.2	CAV3
uc003brb.2	CAV3
uc001jtb.1	MICU1
uc009xqo.1	MICU1
uc010qjw.1	MICU1
uc010qjx.1	MICU1
uc002wze.1	CBFA2T2
uc002wzf.1	CBFA2T2
uc002wzg.1	CBFA2T2
uc002wzh.1	CBFA2T2
uc002wzi.1	CBFA2T2
uc002wzj.1	CBFA2T2
uc002wzk.1	CBFA2T2
uc010zug.1	CBFA2T2
uc002fmk.1	CBFA2T3
uc002fml.1	CBFA2T3
uc002fmm.1	CBFA2T3
uc002fmn.1	CBFA2T3
uc010cif.1	CBFA2T3
uc002era.2	CBFB
uc002erb.2	CBFB
uc010vja.1	CBFB
uc003dwa.2	CBLB
uc003dwc.2	CBLB
uc003dwd.1	CBLB
uc003dwe.1	CBLB
uc011bhi.1	CBLB
uc011bhj.1	CBLB
uc002ozs.2	CBLC
uc010ejt.2	CBLC
uc003veq.2	CBLL1
uc011kme.1	CBLL1
uc011kmf.1	CBLL1
uc002efq.2	CBLN1
uc002lku.2	CBLN2
uc002lkv.2	CBLN2
uc001wpg.3	CBLN3
uc002xxa.2	CBLN4
uc001pwe.2	CBL
uc002yvb.1	CBR1
uc010gmx.1	CBR1
uc010gmy.1	CBR1
uc002yve.2	CBR3
uc003iry.2	CBR4
uc003irz.1	CBR4
uc011cjy.1	CBR4
uc002zcs.1	CBS
uc002zct.2	CBS
uc002zcu.2	CBS
uc002zcv.2	CBS
uc002zcw.3	CBS
uc002zcx.2	CBS
uc003zga.3	CBWD1
uc003zgb.3	CBWD1
uc003zgc.3	CBWD1
uc003zgd.2	CBWD1
uc010mgs.2	CBWD1
uc011llr.1	CBWD1
uc002tjt.2	CBWD2
uc002tju.2	CBWD2
uc002tjv.2	CBWD2
uc010fkv.2	CBWD2
uc010yxw.1	CBWD2
uc004afy.3	CBWD3
uc004afz.3	CBWD3
uc004aga.3	CBWD3
uc004agb.3	CBWD3
uc004agc.3	CBWD3
uc004agd.1	CBWD3
uc004age.2	CBWD3
uc004agh.3	CBWD3
uc004agi.3	CBWD3
uc004agj.3	CBWD3
uc004agl.3	CBWD3
uc010moe.1	CBWD3
uc011lrm.1	CBWD3
uc011lrn.1	CBWD3
uc011lro.1	CBWD3
uc011lrp.1	CBWD3
uc011lrl.1	CBWD5
uc004afj.3	CBWD7
uc004afk.3	CBWD7
uc004afl.3	CBWD7
uc011lrf.1	CBWD7
uc002ind.3	CBX1
uc002ine.3	CBX1
uc002jxb.1	CBX2
uc002jxc.2	CBX2
uc003sxt.2	CBX3
uc003sxu.2	CBX3
uc003sxv.2	CBX3
uc002jxe.2	CBX4
uc001sfh.3	CBX5
uc001sfi.3	CBX5
uc001sfj.3	CBX5
uc001sfk.3	CBX5
uc003awl.2	CBX6
uc003awm.1	CBX6
uc003axb.2	CBX7
uc003axc.2	CBX7
uc002jxd.1	CBX8
uc003awb.2	CBY1
uc003awc.2	CBY1
uc011any.1	CBY1
uc002mxn.2	CC2D1A
uc002mxo.2	CC2D1A
uc002mxp.2	CC2D1A
uc002mxq.1	CC2D1A
uc010dzh.2	CC2D1A
uc001ctq.1	CC2D1B
uc001ctr.2	CC2D1B
uc001cts.2	CC2D1B
uc003gnq.3	CC2D2A
uc003gnr.3	CC2D2A
uc003gns.3	CC2D2A
uc003gnt.3	CC2D2A
uc003gnu.2	CC2D2A
uc003gnv.2	CC2D2A
uc003gnx.2	CC2D2A
uc003gnz.1	CC2D2A
uc003goa.1	CC2D2A
uc010idv.2	CC2D2A
uc001klk.2	CC2D2B
uc001kll.2	CC2D2B
uc010qop.1	CC2D2B
uc001jol.1	CCAR1
uc001jom.1	CCAR1
uc001jon.1	CCAR1
uc001joo.2	CCAR1
uc009xpx.1	CCAR1
uc010qiz.1	CCAR1
uc010qja.1	CCAR1
uc010qjb.1	CCAR1
uc002lia.2	CCBE1
uc002lib.2	CCBE1
uc010dpq.2	CCBE1
uc004bwf.2	CCBL1
uc004bwg.2	CCBL1
uc004bwh.2	CCBL1
uc004bwi.2	CCBL1
uc004bwj.2	CCBL1
uc004bwk.2	CCBL1
uc010myn.2	CCBL1
uc010myo.2	CCBL1
uc011mbl.1	CCBL1
uc001dmp.2	CCBL2
uc001dmq.2	CCBL2
uc001dmr.2	CCBL2
uc003cmc.1	ACKR2
uc003cmd.1	ACKR2
uc003cme.2	ACKR2
uc003cmf.2	ACKR2
uc003cmg.2	ACKR2
uc002dqf.2	SGF29
uc002elw.2	CCDC102A
uc002lkh.2	CCDC102B
uc002lki.2	CCDC102B
uc002lkj.1	CCDC102B
uc002lkk.2	CCDC102B
uc002iho.2	FAM187A
uc002ihp.1	FAM187A
uc002ryx.2	CFAP36
uc002ryy.2	CFAP36
uc002nae.2	CCDC105
uc002qlr.2	CCDC106
uc002qls.2	CCDC106
uc003zxj.2	CCDC107
uc003zxk.2	CCDC107
uc010mkx.1	CCDC107
uc011lox.1	CCDC107
uc011loy.1	CCDC107
uc002vjl.1	CFAP65
uc002vjm.3	CFAP65
uc002vjn.2	CFAP65
uc010fwa.1	CFAP65
uc010zkp.1	CFAP65
uc010zkq.1	CFAP65
uc001jtc.2	MCU
uc001jtd.2	MCU
uc009xqp.1	MCU
uc009xqq.1	MCU
uc009xqr.2	MCU
uc010qjy.1	MCU
uc010imf.2	CCDC109B
uc011cfs.1	CCDC109B
uc003ixu.3	CCDC110
uc003ixv.3	CCDC110
uc011ckt.1	CCDC110
uc003iwj.2	PRIMPOL
uc003iwk.2	PRIMPOL
uc003iwl.2	PRIMPOL
uc003iwm.2	PRIMPOL
uc003iwn.2	PRIMPOL
uc010isd.1	PRIMPOL
uc003kqy.2	CCDC112
uc003kqz.2	CCDC112
uc003kra.2	CCDC112
uc002ene.2	CCDC113
uc010vid.1	CCDC113
uc002pio.2	CCDC114
uc002piq.2	CCDC114
uc002pir.2	CCDC114
uc002pis.1	CCDC114
uc002pit.1	CCDC114
uc002piu.1	CCDC114
uc002tqw.1	CCDC115
uc002tqx.2	CCDC115
uc002tqy.1	CCDC115
uc002tqz.1	CCDC115
uc010zaf.1	CCDC115
uc002zve.2	CCDC116
uc011aih.1	CCDC116
uc003aeb.2	CCDC117
uc011aki.1	CCDC117
uc011akj.1	CCDC117
uc011akk.1	CCDC117
uc002lee.2	CFAP53
uc004dmf.2	CCDC120
uc004dmg.1	CCDC120
uc010nik.2	CCDC120
uc010nil.2	CCDC120
uc011mmq.1	CCDC120
uc011mmr.1	CCDC120
uc011mms.1	CCDC120
uc002rld.2	CCDC121
uc002rle.2	CCDC121
uc010eze.2	CCDC121
uc010acf.2	CCDC122
uc010tfn.1	CCDC122
uc002ntx.2	CEP89
uc002nty.2	CEP89
uc002ntz.1	CEP89
uc002nua.2	CEP89
uc002nub.1	CEP89
uc002nuc.1	CEP89
uc010edg.2	CEP89
uc002nhs.2	CCDC124
uc010xpz.1	CCDC124
uc003jvv.1	CCDC125
uc003jvw.2	CCDC125
uc003jvx.1	CCDC125
uc003jvy.1	CCDC125
uc003jvz.1	CCDC125
uc003swl.2	CCDC126
uc003swm.2	CCDC126
uc003swn.2	CCDC126
uc003jam.1	CCDC127
uc003tci.1	CCDC129
uc003tcj.1	CCDC129
uc003tck.1	CCDC129
uc011kad.1	CCDC129
uc011kae.1	CCDC129
uc003cqo.2	CCDC12
uc011baq.1	CCDC12
uc011bar.1	CCDC12
uc002mxb.1	CCDC130
uc002mxc.1	CCDC130
uc002mxd.1	CCDC130
uc010dzf.1	CCDC130
uc010xnf.1	CCDC130
uc003umn.2	VPS50
uc003umo.2	VPS50
uc003ump.2	VPS50
uc003umq.2	VPS50
uc003umr.2	VPS50
uc011khz.1	VPS50
uc003bbh.1	CCDC134
uc011apg.1	CCDC134
uc002emi.2	DRC7
uc002emj.2	DRC7
uc002emk.2	DRC7
uc003vnu.1	CCDC136
uc003vnv.1	CCDC136
uc003vnw.1	CCDC136
uc003vnx.1	CCDC136
uc003vny.1	CCDC136
uc010llq.1	CCDC136
uc002kbc.3	CCDC137
uc002kbd.2	CCDC137
uc002ten.1	CCDC138
uc002teo.1	CCDC138
uc002tep.1	CCDC138
uc010fjm.1	CCDC138
uc003cly.3	CCDC13
uc003clz.2	CCDC13
uc011azq.1	CCDC13
uc002vnb.1	CCDC140
uc002une.1	CCDC141
uc002unf.1	CCDC141
uc002ung.2	CCDC141
uc002slo.2	CCDC142
uc002slp.2	CCDC142
uc002slq.2	CCDC142
uc002slr.2	CCDC142
uc002gqk.1	CCDC144A
uc002gql.1	CCDC144A
uc002gua.3	CCDC144B
uc002gub.1	CCDC144B
uc002guc.1	CCDC144B
uc010vyc.1	CCDC144B
uc002gyf.2	CCDC144NL
uc003ufz.1	CCDC146
uc003uga.2	CCDC146
uc003ugc.2	CCDC146
uc010ldp.2	CCDC146
uc001kyh.2	CFAP58
uc002tzq.2	CCDC148
uc002tzr.2	CCDC148
uc002tzs.1	CCDC148
uc010foh.2	CCDC148
uc010foi.1	CCDC148
uc010foj.1	CCDC148
uc010fok.1	CCDC148
uc003gra.1	CCDC149
uc003grb.2	CCDC149
uc003grc.2	CCDC149
uc003grd.2	CCDC149
uc003gre.2	CCDC149
uc011bxq.1	CCDC149
uc011bxr.1	CCDC149
uc003egv.3	CCDC14
uc003egx.3	CCDC14
uc003egy.3	CCDC14
uc003egz.2	CCDC14
uc010hrt.2	CCDC14
uc011bjx.1	CCDC14
uc002uto.1	CCDC150
uc002utp.1	CCDC150
uc002utq.1	CCDC150
uc002utr.1	CCDC150
uc010zgq.1	CCDC150
uc010zgr.1	CCDC150
uc010zgs.1	CCDC150
uc010zgt.1	CCDC150
uc002mrr.2	CCDC151
uc002mrs.2	CCDC151
uc010dxz.2	CCDC151
uc003jmx.3	CCDC152
uc011cpr.1	CCDC152
uc010rze.1	CCDC153
uc010brp.2	CCDC154
uc010uve.1	CCDC154
uc002pnl.1	CCDC155
uc002pnm.1	CCDC155
uc010emx.1	CCDC155
uc011aku.1	CCDC157
uc011akv.1	CCDC157
uc003hkb.3	CCDC158
uc003hkd.2	CCDC158
uc010xlr.1	CCDC159
uc010xls.1	CCDC159
uc010xlt.1	CCDC159
uc010xlu.1	CCDC159
uc010xlv.1	CCDC159
uc010xlw.1	CCDC159
uc001qbm.3	CCDC15
uc011mvj.1	CCDC160
uc001com.3	CCDC17
uc001con.3	CCDC17
uc009vxy.2	CCDC17
uc009vxz.2	CCDC17
uc010ols.1	CCDC17
uc010olt.1	CCDC17
uc001dpq.2	CCDC18
uc001dpr.1	CCDC18
uc009wdl.1	CCDC18
uc001fui.2	CFAP45
uc001fuj.2	CFAP45
uc001fuk.2	CFAP45
uc001ful.2	CFAP45
uc009wtb.2	CFAP45
uc009wtc.1	CFAP45
uc001blr.2	CEP85
uc001bls.1	CEP85
uc001blt.1	CEP85
uc010ofa.1	CEP85
uc004dnc.1	CCDC22
uc004dnd.1	CCDC22
uc011mna.1	CCDC22
uc001cib.2	SVBP
uc001clj.2	CCDC24
uc001clk.2	CCDC24
uc009vxc.2	CCDC24
uc003xgc.2	CCDC25
uc003xgd.2	CCDC25
uc003xge.2	CCDC25
uc003xgf.1	CCDC25
uc011lan.1	CCDC25
uc011lao.1	CCDC25
uc001akv.2	CCDC27
uc003qie.2	CCDC28A
uc001buk.2	CCDC28B
uc001bul.1	CCDC28B
uc001chm.2	CCDC30
uc001chn.2	CCDC30
uc001chp.2	CCDC30
uc009vwk.1	CCDC30
uc010oju.1	CCDC30
uc002axo.2	CCDC33
uc002axp.2	CCDC33
uc002axq.2	CCDC33
uc002axr.2	CCDC33
uc001mrh.1	CCDC34
uc001mri.1	CCDC34
uc003cwk.2	CCDC36
uc003cwl.3	CCDC36
uc010hkt.2	CCDC36
uc011bck.1	CCDC36
uc003eiu.1	CFAP100
uc010hsg.1	CFAP100
uc001tek.1	CCDC38
uc003fkn.2	CCDC39
uc010hxe.2	CCDC39
uc001ilq.1	CCDC3
uc001ilr.2	CCDC3
uc009xjb.1	CCDC3
uc009xjc.1	CCDC3
uc002jxm.3	CCDC40
uc002jxn.3	CCDC40
uc010dht.2	CCDC40
uc010wub.1	CCDC40
uc001tdd.2	CEP83
uc001tde.2	CEP83
uc001tdf.2	CEP83
uc009zsw.1	CEP83
uc010sys.1	CFAP73
uc002gln.2	CCDC42
uc002glo.2	CCDC42
uc002ihc.2	CCDC43
uc010czw.1	CCDC43
uc002jem.2	CEP95
uc002jen.2	CEP95
uc002jeo.1	CEP95
uc010wqb.1	CEP95
uc002jfk.2	CEP112
uc002jfl.2	CEP112
uc002jfm.2	CEP112
uc010deo.2	CEP112
uc010dep.2	CEP112
uc002jbs.3	CCDC47
uc002jbt.2	CCDC47
uc010ddx.2	CCDC47
uc011bkt.1	EFCC1
uc003fsv.2	CCDC50
uc003fsw.2	CCDC50
uc003csz.2	CCDC51
uc003cta.2	CCDC51
uc003ctb.2	CCDC51
uc003ctc.2	CCDC51
uc003ctd.2	CCDC51
uc003eaf.3	SPICE1
uc003eag.3	SPICE1
