Transcript	Gene
uc003iqg.3	RAPGEF2
uc001rpw.2	RAPGEF3
uc001rpx.2	RAPGEF3
uc001rpy.2	RAPGEF3
uc001rpz.3	RAPGEF3
uc001rqa.2	RAPGEF3
uc001rqb.3	RAPGEF3
uc009zkp.2	RAPGEF3
uc009zkq.2	RAPGEF3
uc009zkr.2	RAPGEF3
uc009zks.2	RAPGEF3
uc010sln.1	RAPGEF3
uc002uhu.2	RAPGEF4
uc002uhv.3	RAPGEF4
uc002uhw.3	RAPGEF4
uc010fqn.2	RAPGEF4
uc010fqo.2	RAPGEF4
uc010fqp.1	RAPGEF4
uc010zec.1	RAPGEF4
uc010zed.1	RAPGEF4
uc010zee.1	RAPGEF4
uc010zef.1	RAPGEF4
uc010zeg.1	RAPGEF4
uc010zeh.1	RAPGEF4
uc003svg.2	RAPGEF5
uc011jyl.1	RAPGEF5
uc011jym.1	RAPGEF5
uc003kvm.1	RAPGEF6
uc003kvn.1	RAPGEF6
uc003kvo.1	RAPGEF6
uc003kvp.1	RAPGEF6
uc003kvq.2	RAPGEF6
uc003kvr.2	RAPGEF6
uc010jdi.1	RAPGEF6
uc010jdj.1	RAPGEF6
uc010jdk.2	RAPGEF6
uc011cxe.1	RAPGEF6
uc010cwu.1	RAPGEFL1
uc010wfd.1	RAPGEFL1
uc002vad.2	RAPH1
uc002vae.2	RAPH1
uc002vaf.2	RAPH1
uc001nfi.1	RAPSN
uc001nfj.1	RAPSN
uc009yls.1	RAPSN
uc002huk.1	RARA
uc002hul.3	RARA
uc002hun.1	RARA
uc010wfe.1	RARA
uc003cdg.1	RARB
uc003cdh.2	RARB
uc003cdi.1	RARB
uc011awl.1	RARB
uc001scd.2	RARG
uc001sce.2	RARG
uc001scf.2	RARG
uc001scg.2	RARG
uc010sob.1	RARG
uc010soc.1	RARG
uc010sod.1	RARG
uc003fci.2	RARRES1
uc003fcj.2	RARRES1
uc003wha.2	RARRES2
uc010lpp.1	RARRES2
uc001nxf.3	RARRES3
uc003pmb.2	RARS2
uc003pmc.2	RARS2
uc003pmd.2	RARS2
uc003pme.2	RARS2
uc003pmf.2	RARS2
uc003lzx.2	RARS
uc011deo.1	RARS
uc003kiw.2	RASA1
uc003kix.2	RASA1
uc010jav.2	RASA1
uc010jaw.2	RASA1
uc011ctu.1	RASA1
uc011ctv.1	RASA1
uc011ctw.1	RASA1
uc003etz.1	RASA2
uc003eua.1	RASA2
uc010huq.1	RASA2
uc011bnc.1	RASA2
uc001vui.2	RASA3
uc001vuj.2	RASA3
uc010aha.1	RASA3
uc010tkk.1	RASA3
uc010tkl.1	RASA3
uc003vad.2	RASA4
uc003vae.2	RASA4
uc003vaf.2	RASA4
uc010lif.1	RASA4
uc010lig.2	RASA4
uc010lih.2	RASA4
uc011kky.1	RASA4
uc011kkz.1	RASA4
uc011kla.1	RASA4
uc011klb.1	RASA4
uc011klc.1	RASA4
uc011kld.1	RASA4
uc001tul.2	RASAL1
uc001tum.1	RASAL1
uc001tun.1	RASAL1
uc001tuo.3	RASAL1
uc010syp.1	RASAL1
uc010syq.1	RASAL1
uc010syr.1	RASAL1
uc001glq.2	RASAL2
uc001glr.2	RASAL2
uc009wxa.2	RASAL2
uc009wxb.2	RASAL2
uc009wxc.2	RASAL2
uc002nbd.2	RASAL3
uc002nbe.2	RASAL3
uc010eaa.1	RASAL3
uc002gri.2	RASD1
uc003anx.2	RASD2
uc003any.2	RASD2
uc004amo.1	RASEF
uc004amp.1	RASEF
uc001jao.1	RASGEF1A
uc001jap.1	RASGEF1A
uc003hmi.1	RASGEF1B
uc003hmj.1	RASGEF1B
uc003hmk.2	RASGEF1B
uc010ijq.1	RASGEF1B
uc003mlp.3	RASGEF1C
uc003mlq.2	RASGEF1C
uc003mlr.2	RASGEF1C
uc002beo.2	RASGRF1
uc002bep.2	RASGRF1
uc002beq.2	RASGRF1
uc002ber.3	RASGRF1
uc010blm.1	RASGRF1
uc010unh.1	RASGRF1
uc003kha.1	RASGRF2
uc003khb.1	RASGRF2
uc011ctn.1	RASGRF2
uc001zkd.3	RASGRP1
uc001zke.3	RASGRP1
uc010bbe.2	RASGRP1
uc010bbf.2	RASGRP1
uc010bbg.2	RASGRP1
uc001oat.2	RASGRP2
uc001oau.2	RASGRP2
uc001oaw.1	RASGRP2
uc009ypu.2	RASGRP2
uc009ypv.2	RASGRP2
uc009ypw.2	RASGRP2
uc002row.1	RASGRP3
uc002rox.2	RASGRP3
uc002roy.2	RASGRP3
uc010ync.1	RASGRP3
uc002oir.2	RASGRP4
uc010efz.1	RASGRP4
uc010ega.1	RASGRP4
uc010egb.2	RASGRP4
uc010xua.1	RASGRP4
uc010xub.1	RASGRP4
uc010xuc.1	RASGRP4
uc010xud.1	RASGRP4
uc010xue.1	RASGRP4
uc002pkh.2	RASIP1
uc002pki.2	RASIP1
uc003aff.2	RASL10A
uc003afg.2	RASL10A
uc002hju.2	RASL10B
uc001urd.1	RASL11A
uc003gzt.2	RASL11B
uc002aoi.1	RASL12
uc002aoj.1	RASL12
uc010uir.1	RASL12
uc001mkn.1	RASSF10
uc003daa.1	RASSF1
uc003dab.1	RASSF1
uc003dac.2	RASSF1
uc003dad.1	RASSF1
uc003dae.1	RASSF1
uc003daf.1	RASSF1
uc010hlk.1	RASSF1
uc011bdq.1	RASSF1
uc002wlc.2	RASSF2
uc002wld.2	RASSF2
uc002wle.2	RASSF2
uc002wlf.2	RASSF2
uc010gbh.2	RASSF2
uc001ssd.2	RASSF3
uc001sse.2	RASSF3
uc009zqn.2	RASSF3
uc001jbo.2	RASSF4
uc001jbp.2	RASSF4
uc001jbq.2	RASSF4
uc001jbt.2	RASSF4
uc009xmn.2	RASSF4
uc001hec.1	RASSF5
uc001hed.2	RASSF5
uc001hee.2	RASSF5
uc001hef.2	RASSF5
uc001heg.1	RASSF5
uc003hhc.1	RASSF6
uc003hhd.1	RASSF6
uc010iik.1	RASSF6
uc010iil.1	RASSF6
uc001lqa.2	RASSF7
uc001lqb.2	RASSF7
uc001lqc.2	RASSF7
uc001lqd.2	RASSF7
uc001rgw.1	RASSF8
uc001rgx.2	RASSF8
uc001rgy.2	RASSF8
uc001rgz.2	RASSF8
uc009zjd.1	RASSF8
uc009zje.1	RASSF8
uc001taf.1	RASSF9
uc002mnz.2	RAVER1
uc002moa.2	RAVER1
uc001dbs.1	RAVER2
uc001dbt.1	RAVER2
uc010opb.1	RAVER2
uc002lyr.2	RAX2
uc002lys.2	RAX2
uc010dtp.1	RAX2
uc002lhx.2	RAX
uc010dpp.2	RAX
uc003xre.3	RB1CC1
uc003xrf.3	RB1CC1
uc001vcb.2	RB1
uc010acs.1	RB1
uc010act.1	RB1
uc003sns.1	RBAK
uc010kss.1	RBAK
uc001bvr.2	RBBP4
uc001bvs.2	RBBP4
uc010ohj.1	RBBP4
uc010ohk.1	RBBP4
uc001hbu.1	RBBP5
uc001hbv.1	RBBP5
uc010prd.1	RBBP5
uc010pre.1	RBBP5
uc002dmg.2	RBBP6
uc002dmh.2	RBBP6
uc002dmi.2	RBBP6
uc002dmk.2	RBBP6
uc010bxr.2	RBBP6
uc010vcb.1	RBBP6
uc004cxs.1	RBBP7
uc004cxt.2	RBBP7
uc004cxu.2	RBBP7
uc010nez.2	RBBP7
uc002ktw.2	RBBP8
uc002ktx.1	RBBP8
uc002kty.2	RBBP8
uc002ktz.2	RBBP8
uc002kua.2	RBBP8
uc010xap.1	RBBP8
uc002wqy.2	RBBP9
uc002wdo.2	RBCK1
uc002wdp.3	RBCK1
uc002wdq.3	RBCK1
uc002wdr.3	RBCK1
uc010fzy.2	RBCK1
uc010zpl.1	RBCK1
uc010zpm.1	RBCK1
uc002rlo.1	RBKS
uc010ezi.1	RBKS
uc010ymg.1	RBKS
uc002xgi.2	RBL1
uc002xgj.1	RBL1
uc010gfv.1	RBL1
uc010zvt.1	RBL1
uc002ehi.3	RBL2
uc002ehj.2	RBL2
uc010vgv.1	RBL2
uc010vgw.1	RBL2
uc004dhe.1	RBM10
uc004dhf.2	RBM10
uc004dhg.2	RBM10
uc004dhh.2	RBM10
uc004dhi.2	RBM10
uc010nhq.2	RBM10
uc002yjn.3	RBM11
uc002yjo.3	RBM11
uc002yjp.3	RBM11
uc003yfz.2	RBM12B
uc002xdq.2	RBM12
uc002xdr.2	RBM12
uc002xds.2	RBM12
uc001oit.2	RBM14
uc009yrh.2	RBM14
uc009yri.2	RBM14
uc003dbd.2	RBM15B
uc001dzl.1	RBM15
uc001dzm.1	RBM15
uc003qpz.2	SCAF8
uc003qqa.2	SCAF8
uc010kji.2	SCAF8
uc011efj.1	SCAF8
uc011efk.1	SCAF8
uc001ijb.2	RBM17
uc001ijc.2	RBM17
uc010qav.1	RBM17
uc004blz.2	RBM18
uc004bma.2	RBM18
uc010mvy.2	RBM18
uc011lyp.1	RBM18
uc001tvm.2	RBM19
uc001tvn.3	RBM19
uc009zwi.2	RBM19
uc001kzf.2	RBM20
uc003lst.2	RBM22
uc001whg.2	RBM23
uc001whh.2	RBM23
uc001whi.2	RBM23
uc001whj.2	RBM23
uc001whk.1	RBM23
uc010tne.1	RBM23
uc003nby.3	RBM24
uc003nbz.3	RBM24
uc003nca.2	RBM24
uc011dix.1	RBM24
uc011diy.1	RBM24
uc011diz.1	RBM24
uc001xnn.3	RBM25
uc001xno.2	RBM25
uc001xnp.2	RBM25
uc010ttu.1	RBM25
uc001vkx.2	RBM26
uc001vky.2	RBM26
uc001vkz.2	RBM26
uc001vla.2	RBM26
uc001vlb.1	RBM26
uc001vlc.1	RBM26
uc010tia.1	RBM26
uc003lny.2	RBM27
uc003lnz.3	RBM27
uc003vmo.2	RBM28
uc003vmp.2	RBM28
uc011koj.1	RBM28
uc011kok.1	RBM28
uc003wme.2	RBM33
uc003wmg.2	RBM33
uc010lqk.1	RBM33
uc011kvv.1	RBM33
uc001hwn.2	RBM34
uc001hwo.2	RBM34
uc010pxp.1	RBM34
uc010zzj.1	RBM38
uc010zzk.1	RBM38
uc002xdz.2	RBM39
uc002xea.2	RBM39
uc002xeb.2	RBM39
uc002xec.2	RBM39
uc002xed.2	RBM39
uc002xee.2	RBM39
uc002xef.2	RBM39
uc002xeg.2	RBM39
uc010gfn.2	RBM39
uc010zvm.1	RBM39
uc010zvn.1	RBM39
uc004dkd.1	RBM3
uc004dkf.1	RBM3
uc004dkg.2	RBM3
uc004emy.1	RBM41
uc004emz.2	RBM41
uc002oan.2	RBM42
uc002oao.2	RBM42
uc002oap.2	RBM42
uc002oaq.2	RBM42
uc010eef.2	RBM42
uc010eeg.2	RBM42
uc010xsx.1	RBM42
uc002txh.2	RBM43
uc002vxi.3	RBM44
uc002ulv.2	RBM45
uc003ioo.2	RBM46
uc003iop.1	RBM46
uc011cim.1	RBM46
uc003gvc.2	RBM47
uc003gvd.2	RBM47
uc003gve.2	RBM47
uc003gvg.1	RBM47
uc011bys.1	RBM47
uc001oja.2	RBM4B
uc001ojb.2	RBM4B
uc001oiv.2	RBM4
uc001oiw.1	RBM4
uc001oix.1	RBM4
uc001oiy.1	RBM4
uc001oiz.1	RBM4
uc009yrj.2	RBM4
uc009yrk.2	RBM4
uc010rpj.1	RBM4
uc003cyf.2	RBM5
uc003cyg.2	RBM5
uc003cyh.2	RBM5
uc011bdj.1	RBM5
uc011bdk.1	RBM5
uc003cyc.2	RBM6
uc003cyd.2	RBM6
uc003cye.2	RBM6
uc010hlc.1	RBM6
uc010hld.1	RBM6
uc010hle.1	RBM6
uc010hlf.1	RBM6
uc011bdh.1	RBM6
uc011bdi.1	RBM6
uc001pov.2	RBM7
uc001pow.2	RBM7
uc001pox.2	RBM7
uc001ent.1	RBM8A
uc001enu.1	RBM8A
uc001enw.1	RBM8A
uc003aog.3	RBFOX2
uc003aoh.3	RBFOX2
uc003aoj.3	RBFOX2
uc003aok.3	RBFOX2
uc003aol.3	RBFOX2
uc003aom.3	RBFOX2
uc003aon.3	RBFOX2
uc003aoo.3	RBFOX2
uc003aop.3	RBFOX2
uc010gwu.2	RBFOX2
uc002ubi.3	RBMS1
uc002ubj.2	RBMS1
uc002ubk.2	RBMS1
uc002ubl.2	RBMS1
uc002ubm.2	RBMS1
uc002ubn.2	RBMS1
uc002ubo.2	RBMS1
uc002ubp.2	RBMS1
uc010fox.2	RBMS1
uc001sln.2	RBMS2
uc009zou.2	RBMS2
uc010sqp.1	RBMS2
uc010sqq.1	RBMS2
uc003cek.2	RBMS3
uc003cel.2	RBMS3
uc003cem.2	RBMS3
uc010hfq.2	RBMS3
uc010hfr.2	RBMS3
uc004evt.2	RBMX2
uc001dms.2	RBMXL1
uc009wcx.2	RBMXL1
uc001mfc.2	RBMXL2
uc011mte.1	RBMXL3
uc004fac.1	RBMX
uc004fad.1	RBMX
uc004fae.1	RBMX
uc004faf.1	RBMX
uc004fag.1	RBMX
uc010nsf.1	RBMX
uc011mwf.1	RBMX
uc011mwg.1	RBMX
uc004fuo.3	RBMY1A1
uc004fup.3	RBMY1A1
uc004fuq.3	RBMY1A1
uc004fur.3	RBMY1A1
uc004fuu.2	RBMY1A1
uc004fuv.2	RBMY1A1
uc010nwz.2	RBMY1A1
uc010nxa.2	RBMY1A1
uc010nxb.1	RBMY1A1
uc010nxc.1	RBMY1A1
uc011nbc.1	RBMY1A1
uc011nbd.1	RBMY1A1
uc011nbe.1	RBMY1A1
uc004fuw.3	RBMY1B
uc004fux.3	RBMY1B
uc010nxd.2	RBMY1B
uc011nbf.1	RBMY1B
uc011nbg.1	RBMY1E
uc004fvd.2	RBMY1F
uc011nbh.1	RBMY1F
uc004fva.2	RBMY1J
uc004fve.2	RBMY1J
uc010nxh.2	RBMY1J
uc004fun.1	RBMY2EP
uc004fvc.2	RBMY2FP
uc003eti.2	RBP1
uc010huj.2	RBP1
uc011bmx.1	RBP1
uc011bmy.1	RBP1
uc003eth.2	RBP2
uc001jez.2	RBP3
uc001kit.2	RBP4
uc001qsq.2	RBP5
uc001aqq.2	RBP7
uc009vms.2	RBP7
uc002xns.2	RBPJL
uc002xnt.2	RBPJL
uc003grx.1	RBPJ
uc003gry.1	RBPJ
uc003grz.1	RBPJ
uc003gsa.1	RBPJ
uc003gsb.1	RBPJ
uc003gsc.1	RBPJ
uc011bxt.1	RBPJ
uc002anq.2	RBPMS2
uc003xib.2	RBPMS
uc003xic.1	RBPMS
uc003xid.1	RBPMS
uc003xie.1	RBPMS
uc003xif.1	RBPMS
uc010lvh.1	RBPMS
uc011lba.1	RBPMS
uc003azk.2	RBX1
uc001gju.3	RC3H1
uc001gjv.2	RC3H1
uc010pms.1	RC3H1
uc010pmt.1	RC3H1
uc004bnc.2	RC3H2
uc004bnd.1	RC3H2
uc004bne.3	RC3H2
uc004bng.1	RC3H2
uc010mwc.1	RC3H2
uc011lzf.1	RC3H2
uc011lzg.1	RC3H2
uc002yub.2	RCAN1
uc002yuc.2	RCAN1
uc002yud.2	RCAN1
uc002yue.2	RCAN1
uc011adx.1	RCAN1
uc003oyb.1	RCAN2
uc003oyc.1	RCAN2
uc003oyd.1	RCAN2
uc001bjj.2	RCAN3
uc009vrd.2	RCAN3
uc009vre.2	RCAN3
uc009vrf.2	RCAN3
uc009vrg.2	RCAN3
uc001vde.1	RCBTB1
uc001vcg.2	RCBTB2
uc001vch.2	RCBTB2
uc001vci.2	RCBTB2
uc001vcj.2	RCBTB2
uc010acv.1	RCBTB2
uc010tgg.1	RCBTB2
uc010tgh.1	RCBTB2
uc010tgi.1	RCBTB2
uc001bqe.1	RCC1
uc001bqf.1	RCC1
uc001bqg.1	RCC1
uc001bal.2	RCC2
uc001bam.2	RCC2
uc002bqj.2	RCCD1
uc002bqk.2	RCCD1
uc002bql.2	RCCD1
uc010bob.2	RCCD1
uc001ojk.1	RCE1
uc001ojl.1	RCE1
uc003hij.2	RCHY1
uc003hik.2	RCHY1
uc003hil.2	RCHY1
uc010iio.2	RCHY1
uc010iip.2	RCHY1
uc010iiq.2	RCHY1
uc010iir.2	RCHY1
uc003zis.2	RCL1
uc003zit.2	RCL1
uc003ziv.1	RCL1
uc010mhk.1	RCL1
uc010mhl.1	RCL1
uc001mtk.2	RCN1
uc010rea.1	RCN1
uc010reb.1	RCN1
uc002bcd.2	RCN2
uc002bce.2	RCN2
uc010bks.2	RCN2
uc002poj.2	RCN3
uc001ymb.2	RCOR1
uc001nyc.2	RCOR2
uc001hie.2	RCOR3
uc001hif.2	RCOR3
uc001hig.2	RCOR3
uc009xcz.2	RCOR3
uc010psv.1	RCOR3
uc010psw.1	RCOR3
uc001gem.2	RCSD1
uc010pli.1	RCSD1
uc002gme.1	RCVRN
uc002gmf.1	RCVRN
uc001him.2	RD3
uc001hin.2	RD3
uc009xda.2	RD3
uc003nyk.2	NELFE
uc003nyl.1	NELFE
uc003nym.1	NELFE
uc011dot.1	NELFE
uc003xzi.2	RDH10
uc003xzj.2	RDH10
uc001xjv.3	RDH11
uc001xjw.3	RDH11
uc001xjx.3	RDH11
uc001xjy.2	RDH12
uc001xjz.3	RDH12
uc002qio.3	RDH13
uc002qip.2	RDH13
uc002qiq.1	RDH13
uc010esr.1	RDH13
uc010yfq.1	RDH13
uc002rcx.3	RDH14
uc001smi.3	RDH16
uc009zpa.2	RDH16
uc010sqx.1	RDH16
uc001shk.2	RDH5
uc001shl.2	RDH5
uc010spt.1	RDH5
uc010spu.1	RDH5
uc002mmr.2	RDH8
uc002hkg.3	RDM1
uc002hkh.2	RDM1
uc002hki.2	RDM1
uc010cty.2	RDM1
uc010ctz.2	RDM1
uc010cua.2	RDM1
uc010cub.2	RDM1
uc010cuc.2	RDM1
uc010cud.2	RDM1
uc010cue.2	RDM1
uc010cuf.2	RDM1
uc010cug.2	RDM1
uc010wco.1	RDM1
uc010wcp.1	RDM1
uc001pks.2	RDX
uc001pkt.2	RDX
uc001pku.2	RDX
uc009yxx.1	RDX
uc009yxy.2	RDX
uc009yxz.2	RDX
uc009yya.2	RDX
uc010rwe.1	RDX
uc001wmr.2	REC8
uc001wms.2	REC8
uc003zyu.3	RECK
uc003zyv.2	RECK
uc003zyw.2	RECK
uc003zyx.2	RECK
uc010mld.2	RECK
uc010mle.1	RECK
uc003zdj.2	RECQL4
uc002jot.3	RECQL5
uc002joz.3	RECQL5
uc002jpa.3	RECQL5
uc002jpb.1	RECQL5
uc010dgk.2	RECQL5
uc010dgl.2	RECQL5
uc001rex.2	RECQL
uc001rey.2	RECQL
uc002srh.3	REEP1
uc010ytg.1	REEP1
uc010yth.1	REEP1
uc010yti.1	REEP1
uc003lcz.2	REEP2
uc003lda.2	REEP2
uc011cyt.1	REEP2
uc001jmt.2	REEP3
uc009xpl.1	REEP3
uc003xau.1	REEP4
uc010ltt.1	REEP4
uc011kyz.1	REEP4
uc003kqe.1	REEP5
uc011cvw.1	REEP5
uc011cvx.1	REEP5
uc011cvy.1	REEP5
uc011cvz.1	REEP5
uc002ltc.2	REEP6
uc010xgp.1	REEP6
uc002snz.2	REG1A
uc010ffx.1	REG1A
uc010ysd.1	REG1A
uc002sny.2	REG1B
uc010ffv.1	REG1B
uc010ffw.2	REG1B
uc002sod.1	REG3A
uc002soe.1	REG3A
uc002sof.1	REG3A
uc002snw.2	REG3G
uc002snx.2	REG3G
uc010ffu.2	REG3G
uc001eif.2	REG4
uc001eig.2	REG4
uc001eih.1	REG4
uc001ofe.2	RELA
uc001off.2	RELA
uc001ofg.2	RELA
uc001ofh.2	RELA
uc009yqr.2	RELA
uc009yqs.1	RELA
uc010ron.1	RELA
uc002paj.1	RELB
uc003gsz.2	RELL1
uc010ifc.2	RELL1
uc003llg.2	RELL2
uc003llh.2	RELL2
uc003lli.2	RELL2
uc010jgf.2	RELL2
uc003vca.2	RELN
uc010liz.2	RELN
uc001otv.2	RELT
uc001otw.2	RELT
uc001otx.2	RELT
uc009yto.1	RELT
uc002sam.1	REL
uc002san.1	REL
uc002wwa.2	REM1
uc001whf.1	REM2
uc010tnd.1	REM2
uc004fjo.1	RENBP
uc011mzh.1	RENBP
uc011mzi.1	RENBP
uc001haq.2	REN
uc001rig.1	REP15
uc003whc.2	REPIN1
uc003whd.2	REPIN1
uc003whe.2	REPIN1
uc010lpq.1	REPIN1
uc010lpr.1	REPIN1
uc003qig.3	REPS1
uc003qii.2	REPS1
uc003qij.2	REPS1
uc003qik.2	REPS1
uc011edr.1	REPS1
uc004cxv.1	REPS2
uc004cxw.1	REPS2
uc011miw.1	REPS2
uc001aje.1	RER1
uc001ajf.1	RER1
uc001apd.2	RERE
uc001ape.2	RERE
uc001apf.2	RERE
uc001aph.1	RERE
uc010nzx.1	RERE
uc001rdq.2	RERGL
uc001rdr.2	RERGL
uc001rcs.2	RERG
uc001rct.2	RERG
uc010shu.1	RERG
uc002vlb.2	RESP18
uc002vlc.3	RESP18
uc010zle.1	RESP18
uc003hch.2	REST
uc003hci.2	REST
uc003hcj.1	REST
uc010ihf.2	REST
uc003dxh.2	RETNLB
uc002mhf.1	RETN
uc002mhg.1	RETN
uc010dvm.1	RETN
uc002spd.2	RETSAT
uc010fge.2	RETSAT
uc010fgf.2	RETSAT
uc010ysm.1	RETSAT
uc001jak.1	RET
uc001jal.2	RET
uc010qez.1	RET
uc002tac.2	REV1
uc002tad.2	REV1
uc002tae.1	REV1
uc003puw.3	REV3L
uc003pux.3	REV3L
uc003puy.3	REV3L
uc003puz.3	REV3L
uc003pva.1	REV3L
uc010mah.2	REXO1L1P
uc011lfw.1	REXO1L1P
uc011lfx.1	REXO1L1P
uc002lua.3	REXO1
uc010dsp.1	REXO1
uc010dsq.2	REXO1
uc010dsr.1	REXO1
uc010xgs.1	REXO1
uc001poy.2	REXO2
uc001poz.2	REXO2
uc004cdm.2	REXO4
uc004cdn.2	REXO4
uc004cdo.2	REXO4
uc011mde.1	REXO4
uc011mdf.1	REXO4
uc003gtx.1	RFC1
uc003gty.1	RFC1
uc003gtz.1	RFC1
uc003uaj.2	RFC2
uc003uak.2	RFC2
uc003ual.2	RFC2
uc010lbp.2	RFC2
uc011kfa.1	RFC2
uc001uuz.2	RFC3
uc001uva.2	RFC3
uc010ted.1	RFC3
uc003fqz.2	RFC4
uc011bsc.1	RFC4
uc011bsd.1	RFC4
uc001twq.2	RFC5
uc009zwr.2	RFC5
uc010syx.1	RFC5
uc010syy.1	RFC5
uc010syz.1	RFC5
uc003klf.2	RFESD
uc003klg.2	RFESD
uc011cun.1	RFESD
uc002him.1	RFFL
uc002hin.1	RFFL
uc002hio.1	RFFL
uc002hip.1	RFFL
uc002hiq.2	RFFL
uc010cti.1	RFFL
uc004akd.2	RFK
uc004ake.2	RFK
uc002kdh.2	RFNG
uc002kdj.2	RFNG
uc003afn.2	RFPL1
uc003ame.3	RFPL2
uc003amf.3	RFPL2
uc003amg.3	RFPL2
uc003amh.3	RFPL2
uc003amj.2	RFPL3
uc010gwn.2	RFPL3
uc010yge.1	RFPL4A
uc003pvx.1	RFPL4B
uc003dgj.2	RFT1
uc003dgk.2	RFT1
uc003cay.2	RFTN1
uc010hes.2	RFTN1
uc002uuo.3	RFTN2
uc001gkt.1	RFWD2
uc001gku.1	RFWD2
uc001gkv.1	RFWD2
uc001gkw.1	RFWD2
uc009wwv.2	RFWD2
uc002fda.2	RFWD3
uc010cgq.2	RFWD3
uc010vmx.1	RFWD3
uc002mxv.2	RFX1
uc010dzi.2	RFX1
uc002meb.2	RFX2
uc002mec.2	RFX2
uc002med.1	RFX2
uc010xiy.1	RFX2
uc003zhr.2	RFX3
uc003zhs.1	RFX3
uc003zht.1	RFX3
uc010mhd.2	RFX3
uc010mhe.1	RFX3
uc001tlr.2	RFX4
uc001tls.2	RFX4
uc001tlt.2	RFX4
uc001tlv.2	RFX4
uc010swv.1	RFX4
uc001exv.1	RFX5
uc001exw.1	RFX5
uc009wmr.1	RFX5
uc010pcx.1	RFX5
uc003pxm.2	RFX6
uc002adn.1	RFX7
uc010bfn.2	RFX7
uc010ugk.1	RFX7
uc002tbb.1	RFX8
uc010yvx.1	RFX8
uc002nls.2	RFXANK
uc002nlt.2	RFXANK
uc002nlu.2	RFXANK
uc002nlv.2	RFXANK
uc002nlw.2	RFXANK
uc001uvu.1	RFXAP
uc003duz.2	TRMT10C
uc003huy.2	TRMT10A
uc003huz.3	TRMT10A
uc003hva.3	TRMT10A
uc004aai.2	TRMT10B
uc004aaj.2	TRMT10B
uc004aak.2	TRMT10B
uc011lqo.1	TRMT10B
uc011lqp.1	TRMT10B
uc011lqq.1	TRMT10B
uc004eor.1	RGAG1
uc011msr.1	RGAG1
uc004eaj.1	RGAG4
uc010nlh.1	RGAG4
uc001gqm.2	RGL1
uc001gqo.2	RGL1
uc010pof.1	RGL1
uc010pog.1	RGL1
uc010poh.1	RGL1
uc010poi.1	RGL1
uc003odu.2	RGL2
uc003odv.2	RGL2
uc003odw.2	RGL2
uc010jur.2	RGL2
uc011drb.1	RGL2
uc002mrm.2	RGL3
uc002mrn.2	RGL3
uc002mro.2	RGL3
uc002mrp.2	RGL3
uc002mrq.2	RGL3
uc002zxn.2	RGL4
uc002zxo.2	RGL4
uc002zxp.1	RGL4
uc002zxq.2	RGL4
uc002bsq.1	RGMA
uc002bsr.1	RGMA
uc002bss.1	RGMA
uc010boi.1	RGMA
uc010urc.1	RGMA
uc003knb.2	RGMB
uc003knc.2	RGMB
uc003kcx.2	ARHGEF28
uc003kcy.1	ARHGEF28
uc003kcz.3	ARHGEF28
uc003kda.3	ARHGEF28
uc010izf.2	ARHGEF28
uc011csq.1	ARHGEF28
uc011csr.1	ARHGEF28
uc004dgz.1	RGN
uc004dha.1	RGN
uc010nho.1	RGN
uc010nhp.1	RGN
uc011lpe.1	RGP1
uc011lpf.1	RGP1
uc002ssb.2	RGPD1
uc002ssc.2	RGPD1
uc002ssm.1	RGPD1
uc010fgv.2	RGPD1
uc010fhc.1	RGPD1
uc010ywi.1	RGPD3
uc002tdu.2	RGPD4
uc010ywk.1	RGPD4
uc010ywl.1	RGPD4
uc002tfc.2	RGPD5
uc002tfe.1	RGPD5
uc002ths.1	RGPD5
uc002tht.1	RGPD5
uc010yxf.1	RGPD5
uc010yxm.1	RGPD5
uc002tfd.3	RGPD5
uc010fjp.2	RGPD5
uc010yxe.1	RGPD5
uc010fkk.1	RGPD8
uc001kdb.1	RGR
uc001kdc.1	RGR
uc001kdd.1	RGR
uc001kde.1	RGR
uc001lee.2	RGS10
uc001lef.2	RGS10
uc001leg.2	RGS10
uc002cgi.1	RGS11
uc002cgj.1	RGS11
uc002cgk.1	RGS11
uc010bqs.1	RGS11
uc010uue.1	RGS11
uc003ggu.2	RGS12
uc003ggv.2	RGS12
uc003ggw.2	RGS12
uc003ggx.1	RGS12
uc003ggy.1	RGS12
uc003ggz.2	RGS12
uc003gha.2	RGS12
uc003ghb.2	RGS12
uc010ics.1	RGS12
uc010ict.1	RGS12
uc010icu.1	RGS12
uc010icv.2	RGS12
uc011bvr.1	RGS12
uc011bvs.1	RGS12
uc001gsj.2	RGS13
uc001gsk.2	RGS13
uc003mgf.2	RGS14
uc003mgg.1	RGS14
uc003mgh.2	RGS14
uc003mgi.2	RGS14
uc003mgj.2	RGS14
uc001gpl.3	RGS16
uc010pnv.1	RGS16
uc003qpm.2	RGS17
uc001gsg.2	RGS18
uc002yhy.2	RGS19
uc002yhz.2	RGS19
uc002yia.2	RGS19
uc002yib.2	RGS19
uc001gsi.1	RGS1
uc010pou.1	RGS1
uc003xrp.2	RGS20
uc003xrq.2	RGS20
uc003xrr.2	RGS20
uc003xrs.2	RGS20
uc003xrt.2	RGS20
uc010lye.2	RGS20
uc010lyf.2	RGS20
uc001gsh.2	RGS21
uc003yja.1	RGS22
uc003yjb.1	RGS22
uc003yjc.1	RGS22
uc010mbo.1	RGS22
